state,year,quarter,txn_amount,qoq_amt,user_growth,value_user_gap,avg_ticket,anomaly_score,is_anomaly
meghalaya,2020,4,1804242572.1989703,0.4584935481507537,0.11858679734501498,0.33990675080573873,2392.869269555456,0.4472719684096615,False
puducherry,2020,4,4930526217.671206,0.37032136674895155,0.12081438284830615,0.2495069839006454,1815.3611088320617,0.4471285675829065,False
jammu-&-kashmir,2023,2,76530005380.0,0.3685195597499866,0.04276098895965319,0.32575857079033343,1401.9488934799012,0.446569544352422,False
madhya-pradesh,2020,2,147922015289.06244,0.16715471258970993,0.12048146009046468,0.046673252499245255,1937.6592220373095,0.44606052413007097,False
rajasthan,2024,4,2793049371408.0,0.1297565595363388,0.034994183064797735,0.09476237647154107,1366.8172229473405,0.4454625650245716,False
haryana,2019,2,42501539813.21621,0.2481489934193335,0.14084507973200644,0.10730391368732706,1868.8718532071584,0.44516364547870596,False
delhi,2019,2,81706816063.62831,0.39743508348631207,0.12114077831884007,0.276294305167472,1429.152618241552,0.4449757315162601,False
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,1302376453.888058,-0.030077462885913397,0.12045071763327475,-0.15052818051918815,1338.307329058624,0.4441519437241576,False
sikkim,2019,3,884716448.4404284,0.19735192999528262,0.15674868660121977,0.04060324339406285,1601.482250324795,0.4436369744615047,False
tamil-nadu,2020,3,143841415498.6641,0.5010607936633766,0.1228451394008585,0.37821565426251813,2046.7539440593685,0.4431220298554329,False
mizoram,2021,2,1122874473.3020926,0.019770026248376205,0.0793236151603498,-0.0595535889119736,2847.4779969115293,0.4430566749321023,False
telangana,2023,4,3116417474765.0,0.08578298544676222,0.034812595002302604,0.05097039044445961,1542.1532427208942,0.4426822083493316,False
rajasthan,2020,3,293678306162.45807,0.5156551683430168,0.10367840158086583,0.411976766762151,1969.8230210486145,0.442062347817305,False
andhra-pradesh,2022,3,1385077409712.1436,-0.06404452182992948,0.05322780728460774,-0.11727232911453722,2154.5719241541656,0.44185178324949914,False
karnataka,2024,2,3785034703438.0,0.08601568457516318,0.037154432564463935,0.04886125201069924,1244.2533587346636,0.44149880837238326,False
sikkim,2024,3,10569829072.0,-0.0643285898388396,0.025146889873625566,-0.08947547971246517,1370.2526779020561,0.4414354759862772,False
andaman-&-nicobar-islands,2021,2,899147016.112296,0.1473006014317717,0.07508916513729691,0.0722114362944748,2633.597380635522,0.44132070194641215,False
telangana,2020,4,696350439226.957,0.37629232292719106,0.09162674333189735,0.2846655795952937,2026.3728476108226,0.4410833054818221,False
manipur,2020,4,5602224558.458755,0.21365977894232624,0.11683419514779758,0.09682558379452866,3441.4827382702815,0.44022708694047247,False
gujarat,2019,2,49320615219.26747,0.37551608527626223,0.13861014806984895,0.2369059372064133,1701.7764163943573,0.4399098256893477,False
himachal-pradesh,2023,3,41854571637.0,-0.10710368547343718,0.04048668560892965,-0.14759037108236683,1255.4970105336843,0.4398554958915974,False
jharkhand,2019,3,21465973993.359142,0.15267777972500807,0.11926081077864636,0.0334169689463617,1509.4934846044025,0.4396844185945815,False
tripura,2021,1,3335341569.7934213,0.04814716105466599,0.07461562904842212,-0.02646846799375613,2206.7558650314445,0.4394638526861878,False
bihar,2023,3,1148153363366.0,-0.06353214697309317,0.041819031736267887,-0.10535117870936106,1563.7329980231457,0.4393420262697777,False
chhattisgarh,2020,4,62214974283.94856,0.4981904931941854,0.10296795324297126,0.39522253995121415,1751.0726618181104,0.4392693845248909,False
gujarat,2020,2,80387846359.49065,-0.07594947345271885,0.11041241079420017,-0.18636188424691902,1695.2242248631178,0.43857765393889886,False
chandigarh,2019,2,2693116098.944456,0.12399001442629798,0.14946336799330706,-0.025473353567009083,2150.2439970174582,0.438537455449312,False
meghalaya,2021,1,2055515277.989836,0.13926769585345733,0.08173559199079605,0.05753210386266128,2749.316224509776,0.43830088796918465,False
kerala,2020,2,25894078478.600193,-0.021057977617713775,0.15950897380193196,-0.18056695141964574,1589.7673711274215,0.43817076808650823,False
meghalaya,2019,2,492931289.10727894,0.235301710866068,0.2156390781791273,0.019662632686940684,2122.0878103169325,0.43806314019268044,False
lakshadweep,2022,2,55929601.989905685,0.018022926123260286,0.05626043405676118,-0.03823750793350089,3183.4254647336606,0.4377027121595668,False
nagaland,2019,3,650956471.7134116,0.25167885974094206,0.1971266687596238,0.05455219098131825,2485.7241605381573,0.437462731609464,False
telangana,2023,3,2870202901073.0,0.06376701451340572,0.03890164576322119,0.024865368750184524,1530.737388527557,0.43724961943146895,False
karnataka,2021,3,1133234739157.5894,0.3524908903233075,0.07235432937945796,0.28013656094384953,1504.3673779013463,0.43723349506953374,False
maharashtra,2020,4,622155530832.2942,0.4130036978458602,0.09624848369982697,0.31675521414603325,1526.3088131550114,0.4363401393254323,False
mizoram,2022,3,1946265612.067954,-0.028415204043192532,0.05101411116139376,-0.07942931520458629,2953.191791775215,0.4360336603458872,False
kerala,2020,4,56755256647.01139,0.4130824560147883,0.1441823262812818,0.2689001297335065,1704.9668895158331,0.4357556793553282,False
lakshadweep,2020,1,13502368.574504206,0.1980898245948357,0.142150803461063,0.05593902113377269,2621.3101484185995,0.43564952387375533,False
lakshadweep,2019,4,11269913.404923853,0.16765353632388535,0.14643363249881913,0.021219903825066222,2993.336893738075,0.4355314020870989,False
